source_ip,packet_size,protocol,true_label
192.168.3.72,0,TCP,attack
192.168.9.76,2174,TCP,normal
192.168.2.180,62854,TCP,attack
192.168.4.234,973,TCP,normal
192.168.8.107,30,ICMP,normal
192.168.9.33,0,TCP,attack
192.168.6.21,515,TCP,normal
192.168.2.131,0,TCP,attack
192.168.6.106,520,ICMP,attack
192.168.8.44,1,UDP,attack
192.168.5.55,334,TCP,attack
192.168.9.13,0,TCP,attack
192.168.8.8,64,ICMP,normal
192.168.2.165,0,TCP,attack
192.168.8.99,0,TCP,attack
192.168.6.192,2893,TCP,normal
192.168.7.221,7591,TCP,normal
192.168.4.103,0,TCP,attack
192.168.1.4,1049,TCP,normal
192.168.5.31,8,ICMP,attack
192.168.3.85,554,TCP,normal
192.168.8.126,1,TCP,attack
192.168.8.19,17103,TCP,normal
192.168.2.142,0,TCP,attack
192.168.4.184,7328,TCP,normal
192.168.8.37,115,UDP,normal
192.168.8.212,4535,TCP,normal
192.168.5.217,245,TCP,normal
192.168.3.45,0,TCP,attack
192.168.1.157,2404,TCP,normal
192.168.2.47,0,TCP,attack
192.168.5.33,865,TCP,normal
192.168.9.191,62854,TCP,attack
192.168.7.45,1742,TCP,normal
192.168.2.173,334,TCP,attack
192.168.1.175,1533,TCP,normal
192.168.5.41,789,TCP,normal
192.168.8.93,1128,TCP,normal
192.168.3.57,3031,TCP,normal
192.168.1.230,7280,TCP,normal
192.168.9.57,2459,TCP,normal
192.168.8.180,0,TCP,attack
192.168.1.216,0,TCP,attack
192.168.9.166,174,UDP,normal
192.168.2.101,0,TCP,attack
192.168.5.115,4364,TCP,normal
192.168.1.155,0,TCP,attack
192.168.1.14,0,TCP,attack
192.168.7.198,1612,TCP,normal
192.168.4.239,663,TCP,normal
192.168.4.97,0,TCP,attack
192.168.4.53,0,TCP,attack
192.168.2.6,0,TCP,attack
192.168.7.9,5696,TCP,normal
192.168.1.88,1342,TCP,normal
192.168.4.176,1,TCP,attack
192.168.2.58,6,TCP,attack
192.168.2.206,0,TCP,attack
192.168.3.187,578,TCP,normal
192.168.3.13,0,TCP,attack
192.168.7.133,10083,TCP,normal
192.168.2.210,1471,TCP,normal
192.168.6.84,3685,TCP,normal
192.168.9.162,1259,TCP,normal
192.168.4.161,0,TCP,attack
192.168.4.241,935,TCP,normal
192.168.9.103,0,TCP,attack
192.168.7.32,1646,TCP,normal
192.168.4.56,0,TCP,attack
192.168.2.93,2720,TCP,normal
192.168.6.46,11629,TCP,normal
192.168.1.104,0,TCP,attack
192.168.6.5,0,TCP,attack
192.168.7.56,0,TCP,attack
192.168.8.58,8892,TCP,normal
192.168.2.170,181,UDP,normal
192.168.5.168,8,ICMP,attack
192.168.10.96,250,UDP,normal
192.168.1.19,6601,TCP,normal
192.168.4.107,2169,TCP,normal
192.168.5.198,0,TCP,attack
192.168.10.129,0,TCP,attack
192.168.2.184,0,TCP,attack
192.168.9.204,0,TCP,attack
192.168.10.45,3793,TCP,normal
192.168.5.247,0,TCP,attack
192.168.2.155,5716,TCP,normal
192.168.6.253,931,TCP,normal
192.168.7.175,0,TCP,attack
192.168.3.87,1480,ICMP,attack
192.168.3.164,882,TCP,normal
192.168.6.252,0,TCP,attack
192.168.8.19,173,UDP,normal
192.168.6.6,0,TCP,attack
192.168.10.235,2354,TCP,normal
192.168.10.116,0,TCP,attack
192.168.7.132,0,TCP,attack
192.168.4.130,2875,TCP,normal
192.168.10.182,1446,TCP,normal
192.168.1.61,0,TCP,attack
192.168.1.159,6601,TCP,normal
192.168.2.81,490,TCP,normal
192.168.4.190,62854,TCP,attack
192.168.7.195,2476,TCP,normal
192.168.4.160,779,TCP,normal
192.168.2.17,0,TCP,attack
192.168.3.97,6932,TCP,normal
192.168.8.77,0,TCP,attack
192.168.4.40,1306,TCP,normal
192.168.7.54,619,TCP,normal
192.168.1.62,6629,TCP,normal
192.168.10.244,7228,TCP,normal
192.168.8.191,753,TCP,normal
192.168.6.36,554,TCP,normal
192.168.5.83,0,TCP,attack
192.168.1.135,86,UDP,normal
192.168.7.167,8,ICMP,attack
192.168.5.194,2432,TCP,normal
192.168.1.60,0,TCP,attack
192.168.6.89,848,TCP,normal
192.168.4.54,0,TCP,attack
192.168.9.15,0,TCP,attack
192.168.4.207,30,ICMP,normal
192.168.4.157,5857,TCP,normal
192.168.7.135,334,TCP,attack
192.168.6.48,1032,ICMP,attack
192.168.8.163,0,TCP,attack
192.168.1.18,118,UDP,normal
192.168.8.19,8,ICMP,attack
192.168.4.15,0,TCP,attack
192.168.3.242,967,TCP,normal
192.168.4.34,62854,TCP,attack
192.168.2.46,2012,TCP,normal
192.168.10.142,383,TCP,normal
192.168.4.62,6475,TCP,normal
192.168.9.22,1032,ICMP,attack
192.168.7.187,1038,TCP,normal
192.168.8.81,88,UDP,normal
192.168.3.186,1623,TCP,normal
192.168.4.64,1494,TCP,normal
192.168.7.47,0,TCP,attack
192.168.10.65,0,TCP,attack
192.168.5.75,0,TCP,attack
192.168.10.116,640,TCP,normal
192.168.4.71,6545,TCP,normal
192.168.8.22,90,UDP,normal
192.168.6.103,533,TCP,normal
192.168.7.44,0,TCP,attack
192.168.8.114,5789,TCP,normal
192.168.7.131,944,TCP,normal
192.168.10.190,1413,TCP,normal
192.168.7.196,700,TCP,normal
192.168.3.211,0,TCP,attack
192.168.8.7,3220,TCP,normal
192.168.7.111,1,UDP,attack
192.168.2.196,1739,TCP,normal
192.168.5.154,1799,TCP,normal
192.168.9.41,0,TCP,attack
192.168.9.188,0,TCP,attack
192.168.3.67,6623,TCP,normal
192.168.7.120,0,TCP,attack
192.168.5.118,86,UDP,normal
192.168.5.98,0,TCP,attack
192.168.9.157,0,TCP,attack
192.168.8.20,0,TCP,normal
192.168.6.36,0,TCP,attack
192.168.8.52,0,TCP,attack
192.168.3.236,0,TCP,attack
192.168.4.3,2895,TCP,normal
192.168.1.222,2808,TCP,normal
192.168.9.188,1978,TCP,normal
192.168.6.127,8,ICMP,attack
192.168.7.238,0,TCP,attack
192.168.7.242,9950,TCP,normal
192.168.7.250,0,TCP,attack
192.168.6.100,0,TCP,attack
192.168.8.80,17619,TCP,normal
192.168.10.20,95,TCP,normal
192.168.7.228,383,TCP,normal
192.168.1.237,4702,TCP,normal
192.168.2.100,8,ICMP,attack
192.168.10.43,0,TCP,normal
192.168.4.197,3471,TCP,normal
192.168.7.247,282,TCP,normal
192.168.5.199,4607,TCP,normal
192.168.6.132,2441,TCP,normal
192.168.8.164,0,TCP,attack
192.168.6.180,0,TCP,attack
192.168.1.168,0,TCP,attack
192.168.7.239,0,TCP,attack
192.168.7.190,0,TCP,attack
192.168.4.64,4723,TCP,normal
192.168.8.10,0,TCP,attack
192.168.6.163,12724,TCP,normal
192.168.1.180,562,TCP,normal
192.168.3.68,0,TCP,attack
192.168.10.118,1628,TCP,normal
192.168.3.67,1,TCP,attack
192.168.4.156,4764,TCP,normal
192.168.10.245,250,UDP,normal
192.168.3.5,0,TCP,attack
192.168.2.199,0,TCP,attack
192.168.2.166,1323,TCP,normal
192.168.7.103,2364,TCP,normal
192.168.10.251,533,TCP,normal
192.168.2.134,6873,TCP,normal
192.168.4.226,2194,TCP,normal
192.168.7.44,0,TCP,attack
192.168.7.66,62854,TCP,attack
192.168.5.130,62854,TCP,attack
192.168.9.170,8,ICMP,attack
192.168.7.152,2296,TCP,normal
192.168.5.189,1032,ICMP,attack
192.168.7.194,952,TCP,normal
192.168.2.29,123,UDP,normal
192.168.10.200,2339,TCP,normal
192.168.6.210,8,ICMP,attack
192.168.3.70,0,TCP,normal
192.168.4.240,125,UDP,normal
192.168.7.180,0,TCP,attack
192.168.5.3,8971,TCP,normal
192.168.3.210,0,TCP,attack
192.168.8.2,1736,TCP,normal
192.168.2.19,48,TCP,normal
192.168.7.136,1346,TCP,normal
192.168.7.169,515,TCP,normal
192.168.5.189,127,UDP,normal
192.168.7.45,0,TCP,attack
192.168.3.97,0,TCP,attack
192.168.3.182,0,TCP,attack
192.168.3.52,0,TCP,attack
192.168.8.48,0,TCP,attack
192.168.9.244,0,TCP,attack
192.168.2.117,28774,TCP,normal
192.168.10.210,37,TCP,normal
192.168.4.49,0,TCP,attack
192.168.4.17,28,UDP,attack
192.168.3.209,3455,TCP,normal
192.168.4.68,105,UDP,normal
192.168.7.114,5616,TCP,normal
192.168.10.29,12683,TCP,normal
192.168.3.22,0,TCP,attack
192.168.5.23,520,ICMP,attack
192.168.7.33,0,TCP,attack
192.168.5.18,578,TCP,normal
192.168.6.9,0,TCP,attack
192.168.10.62,0,TCP,attack
192.168.8.126,12873,TCP,normal
192.168.2.4,252,UDP,normal
192.168.1.70,521,TCP,normal
192.168.1.172,0,TCP,attack
192.168.10.204,740,TCP,normal
192.168.1.26,4068,TCP,normal
192.168.4.135,3329,TCP,normal
192.168.1.98,812,TCP,normal
192.168.10.135,1357,TCP,normal
192.168.5.240,0,TCP,attack
192.168.8.123,0,TCP,attack
192.168.6.156,0,TCP,attack
192.168.7.88,1126,TCP,normal
192.168.6.176,245,TCP,normal
192.168.6.82,0,TCP,attack
192.168.4.242,0,TCP,attack
192.168.6.172,0,TCP,attack
192.168.7.98,0,TCP,attack
192.168.10.16,122,UDP,normal
192.168.6.225,0,TCP,attack
192.168.6.208,171,UDP,normal
192.168.2.2,0,TCP,attack
192.168.8.224,2014,TCP,normal
192.168.7.187,0,TCP,attack
192.168.3.8,1235,TCP,normal
192.168.10.33,1114,TCP,normal
192.168.9.73,1,UDP,attack
192.168.4.96,1392,TCP,normal
192.168.8.160,0,TCP,attack
192.168.8.133,0,TCP,attack
192.168.7.171,0,TCP,attack
192.168.4.2,0,TCP,attack
192.168.6.6,252,UDP,normal
192.168.6.225,2725,TCP,normal
192.168.1.250,28,UDP,attack
192.168.6.175,1257,TCP,normal
192.168.8.61,566,TCP,normal
192.168.10.126,0,TCP,attack
192.168.7.191,172,UDP,normal
192.168.10.205,1,UDP,attack
192.168.2.91,16705,TCP,normal
192.168.7.242,5988,TCP,normal
192.168.8.254,1107,TCP,normal
192.168.2.189,0,TCP,attack
192.168.7.77,175,UDP,normal
192.168.10.51,0,TCP,attack
192.168.3.224,0,TCP,attack
192.168.9.226,1011,TCP,normal
192.168.10.202,0,TCP,attack
192.168.9.10,1339,TCP,normal
192.168.3.129,7280,TCP,normal
192.168.2.79,3043,TCP,normal
192.168.9.254,0,TCP,attack
192.168.8.45,1640,TCP,normal
192.168.8.246,62854,TCP,attack
192.168.2.125,496,TCP,normal
192.168.9.63,172,UDP,normal
192.168.4.56,1231,TCP,normal
192.168.3.194,154,TCP,normal
192.168.2.29,0,TCP,attack
192.168.7.185,0,TCP,attack
192.168.1.43,30,ICMP,normal
192.168.6.233,0,TCP,attack
192.168.7.198,28,UDP,attack
192.168.5.58,8,ICMP,attack
192.168.5.172,0,TCP,attack
192.168.8.245,245,TCP,normal
192.168.2.172,0,TCP,attack
192.168.3.238,0,TCP,attack
192.168.9.164,159,UDP,normal
192.168.8.25,811,TCP,normal
192.168.6.225,2401,TCP,normal
192.168.4.240,0,TCP,attack
192.168.10.198,2219,TCP,normal
192.168.10.18,4712,TCP,normal
192.168.6.98,1567,TCP,attack
192.168.7.169,0,TCP,attack
192.168.9.249,8,ICMP,attack
192.168.7.208,0,TCP,attack
192.168.4.59,811,TCP,normal
192.168.5.31,948,TCP,normal
192.168.5.24,1020,TCP,normal
192.168.2.24,637,TCP,normal
192.168.6.191,86,UDP,normal
192.168.10.241,0,TCP,attack
192.168.4.192,3430,TCP,normal
192.168.2.148,0,TCP,attack
192.168.6.34,0,TCP,attack
192.168.6.246,4759,TCP,normal
192.168.7.149,765,TCP,normal
192.168.1.81,17235,TCP,normal
192.168.1.153,0,TCP,attack
192.168.9.50,1475,TCP,normal
192.168.7.252,1802,TCP,normal
192.168.7.83,0,TCP,attack
192.168.6.206,2794,TCP,normal
192.168.3.135,0,TCP,attack
192.168.10.153,0,TCP,attack
192.168.4.29,2759,TCP,normal
192.168.7.4,2352,TCP,normal
192.168.9.220,1032,ICMP,attack
192.168.8.82,28,UDP,attack
192.168.3.210,0,TCP,attack
192.168.5.216,0,TCP,attack
192.168.4.129,251,UDP,normal
192.168.8.39,0,TCP,attack
192.168.10.74,0,TCP,attack
192.168.3.193,0,TCP,attack
192.168.1.155,520,ICMP,attack
192.168.6.81,1804,TCP,normal
192.168.9.178,608,TCP,normal
192.168.2.72,0,TCP,attack
192.168.10.124,0,TCP,attack
192.168.4.128,569,TCP,normal
192.168.5.182,593,TCP,normal
192.168.7.17,251,UDP,normal
192.168.6.41,2723,TCP,normal
192.168.4.219,2194619,TCP,normal
192.168.4.181,0,TCP,attack
192.168.1.238,2993,TCP,normal
192.168.3.221,18,ICMP,attack
192.168.8.188,1192,TCP,normal
192.168.7.78,0,TCP,attack
192.168.3.7,654,TCP,normal
192.168.9.102,71,TCP,normal
192.168.6.110,0,TCP,attack
192.168.8.91,10257,TCP,normal
192.168.7.102,3534,TCP,normal
192.168.2.137,3012,TCP,normal
192.168.5.74,8,ICMP,attack
192.168.4.181,334,TCP,attack
192.168.9.102,2176,TCP,normal
192.168.2.35,607,TCP,normal
192.168.6.194,8,ICMP,attack
192.168.10.223,0,TCP,attack
192.168.1.219,122,UDP,normal
192.168.5.119,0,TCP,attack
192.168.3.149,0,TCP,normal
192.168.3.115,8504,TCP,normal
192.168.8.76,0,TCP,attack
192.168.3.55,649,TCP,normal
192.168.4.207,3378,TCP,normal
192.168.4.190,5890,TCP,normal
192.168.1.94,20,ICMP,attack
192.168.10.28,0,TCP,normal
192.168.3.98,91,ICMP,normal
192.168.7.175,1585,TCP,normal
192.168.3.239,0,TCP,attack
192.168.1.26,3069,TCP,normal
192.168.6.251,0,TCP,attack
192.168.8.47,1032,ICMP,attack
192.168.1.32,0,TCP,normal
192.168.9.168,0,TCP,attack
192.168.6.153,1091,TCP,normal
192.168.7.250,0,TCP,attack
192.168.3.162,0,TCP,attack
192.168.7.64,0,TCP,attack
192.168.1.32,630,TCP,normal
192.168.4.103,0,TCP,attack
192.168.8.79,1802,TCP,normal
192.168.10.246,1488,TCP,normal
192.168.3.169,0,TCP,attack
192.168.7.200,5624,TCP,normal
192.168.2.201,8,ICMP,attack
192.168.8.223,783,TCP,normal
192.168.7.72,8,ICMP,attack
192.168.8.96,171,UDP,normal
192.168.1.32,117,UDP,normal
192.168.2.23,614,TCP,normal
192.168.2.127,1375,TCP,normal
192.168.9.59,0,TCP,attack
192.168.1.152,3775,TCP,normal
192.168.10.254,0,TCP,attack
192.168.10.124,0,TCP,attack
192.168.5.179,0,TCP,attack
192.168.2.205,176,UDP,normal
192.168.10.48,861,TCP,normal
192.168.7.125,0,TCP,attack
192.168.7.78,1831,TCP,normal
192.168.10.34,1,UDP,attack
192.168.2.85,650,TCP,normal
192.168.2.184,8,ICMP,attack
192.168.9.49,606,TCP,normal
192.168.7.210,1534,TCP,normal
192.168.1.102,1755,TCP,normal
192.168.9.211,891,TCP,normal
192.168.9.202,0,TCP,attack
192.168.9.127,0,TCP,attack
192.168.2.134,0,TCP,attack
192.168.10.139,0,TCP,attack
192.168.2.194,7012,TCP,normal
192.168.4.249,12296,TCP,normal
192.168.2.48,0,TCP,attack
192.168.10.179,8,ICMP,attack
192.168.3.3,7940,TCP,normal
192.168.9.116,0,TCP,attack
192.168.6.33,0,TCP,attack
192.168.1.34,0,TCP,attack
192.168.10.54,1,TCP,attack
192.168.3.24,383,TCP,normal
192.168.9.67,0,TCP,attack
192.168.1.23,0,TCP,attack
192.168.2.131,3909,TCP,normal
192.168.5.95,520,ICMP,attack
192.168.9.45,13299,TCP,normal
192.168.7.252,88,UDP,normal
192.168.1.65,0,TCP,attack
192.168.5.13,59,TCP,normal
192.168.9.233,1552,TCP,normal
192.168.5.170,0,TCP,attack
192.168.9.115,3669,TCP,normal
192.168.3.149,1911,TCP,normal
192.168.8.179,12012,TCP,normal
192.168.6.135,5145,TCP,normal
192.168.6.157,122,UDP,normal
192.168.9.132,0,TCP,attack
192.168.4.178,1456,TCP,normal
192.168.2.171,565,TCP,normal
192.168.1.62,1032,ICMP,attack
192.168.1.50,0,TCP,attack
192.168.3.78,749,TCP,normal
192.168.4.247,13333,TCP,normal
192.168.3.156,73253,TCP,normal
192.168.9.57,0,TCP,attack
192.168.10.93,0,TCP,attack
192.168.5.34,1811,TCP,normal
192.168.10.110,1048,TCP,normal
192.168.2.142,3652,TCP,attack
192.168.5.68,0,TCP,attack
192.168.7.168,0,TCP,attack
192.168.3.104,1,TCP,attack
192.168.8.23,1011,TCP,normal
192.168.5.175,0,TCP,attack
192.168.7.242,6022,TCP,normal
192.168.3.139,1216,TCP,normal
192.168.4.20,784,TCP,normal
192.168.5.164,736,TCP,normal
192.168.4.184,635,TCP,normal
192.168.6.146,0,TCP,attack
192.168.9.156,10481,TCP,normal
192.168.3.109,0,TCP,attack
192.168.3.82,0,TCP,attack
192.168.7.99,0,TCP,attack
192.168.1.248,8,ICMP,attack
192.168.10.65,0,TCP,attack
192.168.2.71,0,TCP,attack
192.168.2.138,0,TCP,attack
192.168.2.177,6381,TCP,normal
192.168.9.106,1219,TCP,normal
192.168.2.86,8923,TCP,normal
192.168.2.94,78,ICMP,normal
192.168.6.201,0,TCP,attack
192.168.5.39,8,ICMP,attack
192.168.4.72,8,ICMP,attack
192.168.1.27,0,TCP,attack
192.168.7.252,4211,TCP,normal
192.168.4.98,0,TCP,attack
192.168.2.202,0,TCP,attack
192.168.2.46,7289,TCP,normal
192.168.9.188,2459,TCP,normal
192.168.5.152,47832,TCP,normal
192.168.8.26,0,TCP,attack
192.168.9.91,252,UDP,normal
192.168.10.223,946,TCP,normal
192.168.5.143,182,UDP,normal
192.168.5.157,614,TCP,normal
192.168.2.231,344208,TCP,normal
192.168.1.45,0,TCP,attack
192.168.6.244,28,UDP,attack
192.168.7.48,15909,TCP,normal
192.168.6.208,747,TCP,normal
192.168.9.143,0,TCP,attack
192.168.10.227,0,TCP,attack
192.168.7.124,168,TCP,normal
192.168.10.34,252,UDP,normal
192.168.5.4,96,UDP,normal
192.168.9.184,0,TCP,normal
192.168.3.170,1650,TCP,normal
192.168.3.38,0,TCP,attack
192.168.7.147,0,TCP,attack
192.168.5.15,0,TCP,attack
192.168.6.183,1647,TCP,normal
192.168.4.175,1107,TCP,normal
192.168.10.109,0,TCP,attack
192.168.8.48,0,TCP,normal
192.168.8.254,10389,TCP,normal
192.168.6.206,61298,TCP,normal
192.168.8.130,1687,TCP,normal
192.168.5.72,8,ICMP,attack
192.168.7.135,0,TCP,attack
192.168.4.80,88,UDP,normal
192.168.2.244,1032,ICMP,attack
192.168.5.106,0,TCP,attack
192.168.6.218,0,TCP,attack
192.168.2.164,2003,TCP,normal
192.168.2.21,147,UDP,normal
192.168.4.243,1032,ICMP,attack
192.168.2.44,164,UDP,normal
192.168.10.16,113,UDP,normal
192.168.2.192,9367,TCP,normal
192.168.5.143,4026,TCP,normal
192.168.8.208,1157,TCP,normal
192.168.1.248,0,TCP,attack
192.168.7.175,0,TCP,attack
192.168.9.240,0,TCP,attack
192.168.3.124,0,TCP,attack
192.168.8.133,78,ICMP,normal
192.168.9.180,0,TCP,attack
192.168.2.105,178,UDP,normal
192.168.1.159,0,TCP,attack
192.168.4.235,0,TCP,attack
192.168.1.184,0,TCP,attack
192.168.7.181,1268,TCP,normal
192.168.9.193,0,TCP,attack
192.168.6.64,8,ICMP,attack
192.168.9.177,6601,TCP,normal
192.168.10.12,1740,TCP,normal
192.168.10.116,0,TCP,attack
192.168.3.174,1452,TCP,normal
192.168.9.233,735,TCP,normal
192.168.4.46,251,UDP,normal
192.168.2.95,0,TCP,attack
192.168.3.133,1019,TCP,normal
192.168.6.245,8,ICMP,attack
192.168.1.110,86,UDP,normal
192.168.8.99,0,TCP,attack
192.168.3.97,3086,TCP,normal
192.168.2.88,815,TCP,normal
192.168.4.214,209,TCP,normal
192.168.9.219,5328,TCP,normal
192.168.2.76,1032,ICMP,attack
192.168.5.125,252,UDP,normal
192.168.5.69,1051,TCP,normal
192.168.4.2,8,ICMP,attack
192.168.10.102,0,TCP,attack
192.168.4.238,1629,TCP,normal
192.168.5.239,3045,TCP,normal
192.168.9.213,4,TCP,normal
192.168.1.241,0,TCP,attack
192.168.8.230,0,TCP,attack
192.168.10.219,0,TCP,attack
192.168.8.16,179,UDP,normal
192.168.6.3,727,TCP,normal
192.168.10.119,0,TCP,attack
192.168.6.78,2041,TCP,normal
192.168.6.29,0,TCP,attack
192.168.1.91,7277,TCP,normal
192.168.3.104,1131,TCP,normal
192.168.6.4,1380,TCP,normal
192.168.2.112,0,TCP,attack
192.168.8.52,0,TCP,attack
192.168.2.137,2569,TCP,normal
192.168.9.232,0,TCP,attack
192.168.3.107,3074,TCP,normal
192.168.2.235,0,TCP,attack
192.168.8.3,1277,TCP,normal
192.168.3.198,1,TCP,attack
192.168.5.59,0,TCP,attack
192.168.8.103,0,TCP,attack
192.168.6.78,2345,TCP,normal
192.168.6.111,1212,TCP,normal
192.168.3.139,1968,TCP,normal
192.168.5.29,7511,TCP,normal
192.168.8.170,7564,TCP,normal
192.168.8.43,251,UDP,normal
192.168.3.92,1097,TCP,normal
192.168.7.3,183,ICMP,normal
192.168.6.228,2558,TCP,normal
192.168.4.30,12834,TCP,normal
192.168.4.74,0,TCP,attack
192.168.1.36,8,ICMP,attack
192.168.7.109,1032,ICMP,attack
192.168.6.232,0,TCP,attack
192.168.1.43,0,TCP,attack
192.168.4.244,1613,TCP,normal
192.168.8.247,10026,TCP,normal
192.168.5.32,0,TCP,attack
192.168.7.127,0,TCP,attack
192.168.9.128,252,UDP,normal
192.168.3.85,0,TCP,attack
192.168.7.130,30,ICMP,normal
192.168.7.35,19804,TCP,normal
192.168.2.247,0,TCP,attack
192.168.2.204,594,TCP,normal
192.168.1.34,30,ICMP,normal
192.168.3.90,3692,TCP,attack
192.168.9.5,0,TCP,attack
192.168.4.15,1,UDP,attack
192.168.6.111,1032,ICMP,attack
192.168.10.190,12065,TCP,normal
192.168.1.113,2776,TCP,normal
192.168.8.76,0,TCP,attack
192.168.5.126,3011,TCP,normal
192.168.2.196,21342,TCP,normal
192.168.7.65,0,TCP,attack
192.168.10.41,5026,TCP,normal
192.168.9.49,86,UDP,normal
192.168.4.73,0,TCP,attack
192.168.2.223,0,TCP,attack
192.168.5.181,0,TCP,attack
192.168.4.172,252,UDP,normal
192.168.7.52,647,TCP,normal
192.168.8.182,0,TCP,attack
192.168.2.181,3785,TCP,normal
192.168.9.158,0,TCP,attack
192.168.3.50,201,TCP,normal
192.168.10.163,1225,TCP,normal
192.168.3.60,1138,TCP,normal
192.168.2.35,788,TCP,normal
192.168.7.11,14851,TCP,normal
192.168.5.51,10637,TCP,normal
192.168.3.111,0,TCP,attack
192.168.1.159,1652,TCP,normal
192.168.4.25,2270,TCP,normal
192.168.1.99,0,TCP,attack
192.168.7.136,8,ICMP,attack
192.168.5.181,78,ICMP,normal
192.168.4.58,3461,TCP,normal
192.168.6.111,33,UDP,normal
192.168.8.17,7061,TCP,normal
192.168.9.111,21157,TCP,normal
192.168.1.79,0,TCP,attack
192.168.2.70,0,TCP,attack
192.168.6.73,520,UDP,normal
192.168.6.184,0,TCP,attack
192.168.7.65,673,TCP,normal
192.168.6.231,0,TCP,attack
192.168.1.48,958,TCP,normal
192.168.1.2,1593,TCP,normal
192.168.1.171,0,TCP,attack
192.168.6.56,2407,TCP,normal
192.168.5.122,6271,TCP,normal
192.168.5.234,11118,TCP,normal
192.168.10.27,6802,TCP,normal
192.168.7.49,491,TCP,normal
192.168.5.244,1,UDP,attack
192.168.8.95,12,TCP,normal
192.168.6.79,1628,TCP,normal
192.168.2.26,0,TCP,attack
192.168.1.176,1057,TCP,normal
192.168.9.199,0,TCP,attack
192.168.3.86,113,UDP,normal
192.168.6.191,0,TCP,attack
192.168.6.192,2258,TCP,normal
192.168.10.137,1170,TCP,normal
192.168.10.97,0,TCP,attack
192.168.4.168,0,TCP,attack
192.168.5.55,8423,TCP,normal
192.168.10.100,754,TCP,normal
192.168.2.229,0,TCP,attack
192.168.2.35,1385,TCP,normal
192.168.10.32,174,UDP,normal
192.168.1.152,180,UDP,normal
192.168.4.51,0,TCP,attack
192.168.8.238,111,UDP,normal
192.168.2.21,28,UDP,attack
192.168.9.160,92,UDP,normal
192.168.6.79,1928,TCP,normal
192.168.8.196,0,TCP,attack
192.168.4.138,251,UDP,normal
192.168.3.13,0,TCP,attack
192.168.3.51,129,UDP,normal
192.168.7.142,0,TCP,attack
192.168.5.230,0,TCP,attack
192.168.9.251,0,TCP,attack
192.168.6.231,0,TCP,attack
192.168.6.116,8,ICMP,attack
192.168.2.235,383,TCP,normal
192.168.7.19,0,TCP,attack
192.168.8.109,30,ICMP,normal
192.168.9.240,0,TCP,attack
192.168.9.204,1571,TCP,normal
192.168.1.44,6601,TCP,normal
192.168.10.72,9198,TCP,normal
192.168.3.76,567,TCP,normal
192.168.1.246,5059,TCP,normal
192.168.10.17,0,TCP,attack
192.168.4.191,1105,TCP,normal
192.168.7.128,0,TCP,attack
192.168.9.224,2516,TCP,normal
192.168.9.250,0,TCP,attack
192.168.2.44,146,TCP,normal
192.168.8.194,2352,TCP,normal
192.168.9.100,1067,TCP,normal
192.168.9.201,0,TCP,attack
192.168.7.104,0,TCP,attack
192.168.10.71,2355,TCP,normal
192.168.4.49,90,UDP,normal
192.168.1.42,0,TCP,attack
192.168.10.57,123,UDP,normal
192.168.10.180,10,TCP,attack
192.168.1.227,0,TCP,attack
192.168.9.118,0,TCP,normal
192.168.9.183,0,TCP,attack
192.168.9.68,2241,TCP,normal
192.168.5.220,172,UDP,normal
192.168.4.77,2754,TCP,normal
192.168.5.143,0,TCP,attack
192.168.2.45,4490,TCP,normal
192.168.4.13,0,TCP,attack
192.168.9.62,34778,TCP,normal
192.168.5.12,0,TCP,attack
192.168.3.243,0,TCP,attack
192.168.5.239,0,TCP,attack
192.168.3.71,884,TCP,normal
192.168.1.166,1723,TCP,normal
192.168.4.212,0,TCP,attack
192.168.4.138,2410,TCP,normal
192.168.2.2,0,TCP,normal
192.168.6.163,12038,TCP,normal
192.168.10.250,2020,TCP,normal
192.168.6.85,0,TCP,attack
192.168.2.244,1830,TCP,normal
192.168.9.69,0,TCP,attack
192.168.3.106,1197,TCP,normal
192.168.10.77,2075,TCP,normal
192.168.6.254,0,TCP,attack
192.168.1.162,0,TCP,attack
192.168.1.212,2478,TCP,normal
192.168.6.58,0,TCP,attack
192.168.5.47,0,TCP,attack
192.168.5.250,719,TCP,normal
192.168.1.139,2433,TCP,normal
192.168.10.29,1874,TCP,normal
192.168.7.244,749,TCP,normal
192.168.5.224,1239,TCP,normal
192.168.10.143,0,TCP,attack
192.168.4.211,1032,ICMP,attack
192.168.8.58,0,TCP,attack
192.168.6.70,0,TCP,attack
192.168.4.150,0,TCP,attack
192.168.7.41,0,TCP,attack
192.168.8.61,3529,TCP,normal
192.168.7.96,250,UDP,normal
192.168.3.232,0,TCP,attack
192.168.8.25,14755,TCP,normal
192.168.8.48,0,TCP,attack
192.168.8.49,0,TCP,attack
192.168.3.50,842,TCP,normal
192.168.10.127,62103,TCP,normal
192.168.3.167,0,TCP,attack
192.168.5.7,583,TCP,normal
192.168.5.43,0,TCP,attack
192.168.3.211,6547,TCP,normal
192.168.7.177,78,ICMP,normal
192.168.10.50,2253,TCP,normal
192.168.2.38,0,TCP,attack
192.168.2.111,1690,TCP,normal
192.168.4.118,251,UDP,normal
192.168.7.27,2532,TCP,normal
192.168.9.37,1490,TCP,normal
192.168.1.156,0,TCP,attack
192.168.2.98,0,TCP,attack
192.168.7.7,0,TCP,attack
192.168.2.213,0,TCP,attack
